Id,Action
1,0.7400828037420029
2,0.9711554589343802
3,0.9951873542294104
4,0.9449834225972864
5,0.9963582961163542
6,0.9967860650561745
7,0.9874035845031612
8,0.9949982857779257
9,0.6138568141887559
10,0.9756496648603771
11,0.987661432837954
12,0.9307436185158667
13,0.9346510287550406
14,0.778136440317929
15,0.9655438385037173
16,0.981981377035083
17,0.9233419398323673
18,0.8926398735247597
19,0.9823050987692544
20,0.9825766093081975
21,0.998506310182845
22,0.9471803938733351
23,0.842227972454309
24,0.9590408621202692
25,0.9381493549773615
26,0.9718763765082485
27,0.9184608582679858
28,0.6365996361518901
29,0.9842705792599676
30,0.8945021102841646
31,0.963603726241426
32,0.9649807760883837
33,0.9697796703309944
34,0.9708935480111219
35,0.9460352927759438
36,0.9842246350593584
37,0.9618038339283963
38,0.9927372053382939
39,0.8699640693645914
40,0.8641447994257948
41,0.9376550247147677
42,0.9914077246542006
43,0.9640279793569048
44,0.9706192063572946
45,0.9642245842414435
46,0.9646773815700442
47,0.9965322410836982
48,0.9337616479761227
49,0.996049163974177
50,0.9802757951820339
51,0.985735963679686
52,0.9773241803047534
53,0.9771491572209097
54,0.9709840841103665
55,0.9469878675644247
56,0.9065114592114147
57,0.9658321361704088
58,0.9973197327911949
59,0.9613723808760835
60,0.9840611263669323
61,0.994548963819445
62,0.97962424941307
63,0.95957313561515
64,0.989791512216232
65,0.9954261791279069
66,0.9850214598041148
67,0.9033577418029134
68,0.9780993355992381
69,0.9545121601323532
70,0.7727997658889032
71,0.943409688518555
72,0.9819377842676386
73,0.9669416086406362
74,0.989045764114144
75,0.9772918496955629
76,0.9779722888438644
77,0.9939174533456532
78,0.930792055497014
79,0.8607447236335765
80,0.9955106315482786
81,0.990689910615602
82,0.9834198006496796
83,0.9828714805139672
84,0.9887084522146106
85,0.967248546199205
86,0.9283168425217416
87,0.9272650322783131
88,0.9952732003808197
89,0.9824557816447969
90,0.9610215135055747
91,0.9789101779307663
92,0.9273352444766576
93,0.9970714292263583
94,0.8835371856581749
95,0.9962788760841619
96,0.9551341795717534
97,0.7930067742098381
98,0.9706330611736493
99,0.9891868428422234
100,0.9860979462215634
101,0.9661996758348989
102,0.6818235777923429
103,0.9734663857588769
104,0.9049146532712
105,0.8593952071090615
106,0.9932825661198169
107,0.992095190595405
108,0.9156913567174203
109,0.9784703446652784
110,0.975152230318026
111,0.8942476255490166
112,0.946281328086545
113,0.9746031877853633
114,0.9959832568613315
115,0.9534860937354369
116,0.9491173352148424
117,0.9748170863568303
118,0.9910391146638615
119,0.9995019651125432
120,0.98812544922719725
121,0.9890168472204346
122,0.9840359237111486
123,0.8899020495603472
124,0.9699989363080158
125,0.9961891037974913
126,0.8766635728299309
127,0.6486877808044803
128,0.9494377272101643
129,0.9134528793499264
130,0.9021678523241902
131,0.9942190686678982
132,0.9673056024633544
133,0.9677281106402381
134,0.8582750144844249
135,0.9939420729670372
136,0.8697526683456718
137,0.9841899388715487
