Id,Action
1,0.4750417931098783
2,0.48834726667936484
3,0.5015754093334003
4,0.5067163917433688
5,0.4938174406070537
6,0.5527319104592976
7,0.48421732320401417
8,0.5353130124539318
9,0.4460632516092397
10,0.49367624045940717
11,0.4962489978348047
12,0.4929486901189344
13,0.4801137693420629
14,0.48625237263333476
15,0.500062835621704
16,0.49940263845670135
17,0.48303830064806796
18,0.494896262391049
19,0.4987547515590758
20,0.4160805770280807
21,0.49286203579348425
22,0.5834768394238522
23,0.510032793507742
24,0.49398415123193534
25,0.4976367785485402
26,0.8024469315315547
27,0.4572081757480948
28,0.4922574586566743
29,0.47862485921914627
30,0.47649267813656654
31,0.49025910464856687
32,0.5046746468212859
33,0.48873775976425926
34,0.4815717584991152
35,0.49351531836184676
36,0.5018672671430964
37,0.5069148702141034
38,0.5509565032067355
39,0.47525188825782955
40,0.47772822789932584
41,0.44403217756942165
42,0.5580386350425623
43,0.4748837503750807
44,0.49264548573849243
45,0.49830148461503543
46,0.5742417582197666
47,0.5040074455246792
48,0.474748596107364
49,0.492404711704536
50,0.20807328799040667
51,0.578364099430091
52,0.4898766320994646
53,0.48920593355704917
54,0.5176435228616986
55,0.4838082590393412
56,0.48210946447716163
57,0.49487425353251885
58,0.4877096286520146
59,0.4809646734617988
60,0.4909816953382957
61,0.48880993601440376
62,0.4908503700646771
63,0.4714780240342442
64,0.5193264479566739
65,0.49826390278521593
66,0.6074730499067753
67,0.21852871509674193
68,0.5229666179521181
69,0.4949866373366479
70,0.48114727180020306
71,0.41922545974104275
72,0.49227824787817714
73,0.49388806329470725
74,0.4928134541210501
75,0.4884510908622005
76,0.5410412492641171
77,0.49710669904694954
78,0.49893626630129345
79,0.5082658566841929
80,0.5820233602367255
81,0.5177593522572032
82,0.49442336937992276
83,0.5442095427010222
84,0.48836175776850926
85,0.4880423388669788
86,0.47273314194003796
87,0.48548866777446975
88,0.5039348673256071
89,0.5062221376981659
90,0.49764489501363623
91,0.5102475344574124
92,0.5134835508841298
93,0.5421379807362754
94,0.4939946571758581
95,0.5031255475750873
96,0.47876810301652634
97,0.49412414209304456
98,0.4811658636325704
99,0.5248514363071923
100,0.4944339118879335
101,0.49790378803432694
102,0.6061413259530165
103,0.49394699530060054
104,0.44630817625637964
105,0.49752927133786123
106,0.5191218332165528
107,0.5267205337845423
108,0.4934529524782286
109,0.4810094768298122
110,0.49376468541159935
111,0.4951972673077681
112,0.4577032724176985
113,0.4948285197703172
114,0.5072070527858435
115,0.4844635780155726
116,0.489599185640711
117,0.489324155488273
118,0.48501276921724557
119,0.49258695444988404
120,0.48457274368681746
121,0.5005614291550357
122,0.41490412049934083
123,0.48654587694843
124,0.5449300097167491
125,0.5114734967827868
126,0.49431487486360837
127,0.5008748295940925
128,0.4917904547373565
129,0.4768160646245036
130,0.5744782655369981
131,0.49347994476961404
132,0.49167608544429375
133,0.4925888576799181
134,0.4788994906033414
135,0.48930155407474746
136,0.49302732311573333
137,0.4895762365247182
138,0.4216557020766064
139,0.48803935218323863
140,0.5367722865144234
141,0.4923290278187492
142,0.4627118717164156
143,0.4594790540379098
144,0.5768087755839912
145,0.49071398154034074
146,0.5061732732247979
147,0.4908446744514711
148,0.5017846044922283
149,0.495644848898658
150,0.5903111227140244
151,0.49916398474532025
152,0.498416645096849
153,0.4204783038086363
154,0.4955601782993325
155,0.49326941133000785
156,0.49492944542024475
157,0.4861306764881269
158,0.4895232904649776
159,0.4942126460729297
160,0.5030362713814741
161,0.5015854065790021
162,0.496024967375701
163,0.47909562625054913
164,0.49746553673071103
165,0.47951445063964193
166,0.48666015739970525
167,0.49269846086363417
168,0.4946658390339161
169,0.49001765318603735
170,0.4785727639693471
171,0.4985046313246808
172,0.5426446426616001
173,0.4869594349672214
174,0.4832214013002921
175,0.579463133433319
176,0.4999039207791723
177,0.4724213193569017
178,0.5035631801266356
179,0.49221344080196816
180,0.49128554457493334
181,0.4714533238358008
182,0.5777231371075867
183,0.48160207496516694
184,0.42410301761925784
185,0.5037022215921398
186,0.49676725487868234
187,0.49961045254218583
188,0.4729760961890508
189,0.4207451927410682
190,0.5407002043419421
191,0.5123986046446041
192,0.4801731627166259
193,0.4943171693710791
194,0.5004301771848576
195,0.47629621807966316
196,0.4894035674695339
197,0.6616816860528428
198,0.4894412868171704
199,0.5037200378942119
200,0.4973335103121742
201,0.5081276564168571
202,0.4990123896314354
203,0.4721798208868336
204,0.4966506651065159
205,0.5656107903048996
206,0.49380465771150694
207,0.48984478632048184
208,0.4954601254941509
209,0.48338813492023663
210,0.41867077530248054
211,0.49269837031127817
212,0.44869380600368974
213,0.4967978921558934
214,0.489941245376225
215,0.49290077906052726
216,0.4969838968955935
217,0.49881445968547533
218,0.46388066737616046
219,0.5054629317900816
220,0.49158494976546413
221,0.7738610393628842
222,0.48817613121491
223,0.5005524514330014
224,0.4478010370586619
225,0.47957683098487186
226,0.49778388668007184
227,0.4710074967114003
228,0.4929342947064193
229,0.4965791363445433
230,0.4946484385592461
231,0.49521959230624357
232,0.5027303820415564
233,0.49371306387685066
234,0.5441594328690301
235,0.49381695793554287
236,0.4746427391163595
237,0.49473437686529936
238,0.4949154913737415
239,0.49468499213381195
240,0.4947680356829149
241,0.479437290736853
242,0.4727075014950038
243,0.504556969100079
244,0.49822330383450797
245,0.4463990208470008
246,0.4883671014033202
247,0.48794154477971097
248,0.5120268399348568
249,0.48016561440581146
250,0.49941823975530447
251,0.496228989004533
252,0.4910480245658518
253,0.47642963389706583
254,0.6087359141803999
255,0.49748307056114766
256,0.4765477672213359
257,0.4853762238951215
258,0.4871505206107262
259,0.5020336012612442
260,0.49430034023410063
261,0.49380149866771983
262,0.4923675332887008
263,0.5380313991781491
264,0.4869794038270991
265,0.4813754952164663
266,0.4973999706914726
267,0.4915360571738491
268,0.4859375060705407
269,0.48150523117302735
270,0.49087466442643224
271,0.48879225219349
272,0.5156960973223469
273,0.5338813308454932
274,0.49725344640169156
275,0.5115269478910912
276,0.5156233255891589
277,0.4898189376736602
278,0.4808318293304403
279,0.4582982962076605
280,0.4953111757943572
281,0.49185485392242634
282,0.5330319311266003
283,0.4868584813772902
284,0.49314925477095645
285,0.5035921106714721
286,0.5091590603508942
287,0.48651040620304176
288,0.5266022462853762
289,0.43943580710516417
290,0.47857199158965935
291,0.47055239025540235
292,0.48994593646761836
293,0.4879250981309064
294,0.5698314612103368
295,0.5820537432467953
296,0.49816497237200325
297,0.4985144894021968
298,0.5087732967297451
299,0.49681292922419196
300,0.5233355210289848
301,0.48943964790028127
302,0.4919349711196648
303,0.49297551191010935
304,0.49502409844915235
305,0.5390096592301947
306,0.49303828550257195
307,0.48804645312018013
308,0.5031856826876396
309,0.4961530966525544
310,0.48817080344147984
311,0.5853440571192823
312,0.4706088458995528
313,0.49394122360676157
314,0.4778245293944504
315,0.483222676950971
316,0.5012817890421771
317,0.5731289473892033
318,0.4886600934816667
319,0.49265464817439364
320,0.49354550788265444
321,0.5497569308572071
322,0.4958010743668607
323,0.5120114080358313
324,0.45615609403667456
325,0.4555600348383937
326,0.6194426476907
327,0.5067877596939457
328,0.493266889054893
329,0.5047284936386958
330,0.4937255710494863
331,0.5527566830736074
332,0.4954513205883291
333,0.4861002287712375
334,0.47220549313555965
335,0.48356293597584343
336,0.49937949921551555
337,0.5499319419695747
338,0.5060920335046126
339,0.5012892811250984
340,0.4829209941978305
341,0.5758169565986309
342,0.5070133014216872
343,0.47889337510175384
344,0.5052183111542993
345,0.49409015682106294
346,0.5012481080254062
347,0.5072502232179457
348,0.4567919875444843
349,0.48622869344288916
350,0.5031237432643123
351,0.5169404647776431
352,0.49137980783214225
353,0.49868064793863587
354,0.4941470384313563
355,0.4926215525545212
356,0.5353625965553562
357,0.49803683242967833
358,0.47555181536578356
359,0.4624785305628558
360,0.45834240350130345
361,0.4904928914980925
362,0.48868240626837
363,0.5466663390789854
364,0.4988993635896976
365,0.5179561993498354
366,0.4826649957969209
367,0.48576456070348095
368,0.4886536353349754
369,0.4942887917783402
370,0.4925262556657992
371,0.49823374110644586
372,0.6615276416483183
373,0.49281327990150053
374,0.4984877395575766
375,0.5085241734059023
376,0.48504484130949926
377,0.49882460165754317
378,0.4919523798284735
379,0.49216569408498245
380,0.49726468226404774
381,0.49955260134677265
382,0.4724989906672523
383,0.49580254430973664
384,0.5262038069348112
385,0.9904560182141162
386,0.5153700713584538
387,0.49396433655218464
388,0.4815469331906395
389,0.5023677880678135
390,0.4968923028497519
391,0.5160883118169929
392,0.45615727861645367
393,0.4211248055444323
394,0.510416568827705
395,0.49271271790323257
396,0.4987468942622361
397,0.489714747231624
398,0.5329156405636595
399,0.49328079528966084
400,0.49005523486050867
401,0.4813164770949471
402,0.49194958809794065
403,0.4947385711809568
404,0.4946964694575246
405,0.5073489317984677
406,0.4967391761771978
407,0.48938306821092525
408,0.5139105553978058
409,0.4968948312775509
410,0.4752029186476506
411,0.48774018240598277
412,0.5013396479147475
413,0.4714540944667058
414,0.4953970931983986
415,0.5546595153497241
416,0.49736424651697975
417,0.4943881459601325
418,0.5004495153033096
419,0.4792169838974043
420,0.5078614459177044
421,0.47573825876059117
422,0.48521560199449915
423,0.47958521001509014
424,0.4728352460130544
425,0.5022711886922223
426,0.4909348702333521
427,0.5798633825591706
428,0.5823661854955079
429,0.49888584912119216
430,0.5295469029055552
431,0.5213681582380443
432,0.5486088182768314
433,0.49311522751736425
434,0.497024273736251
435,0.800687145020368
436,0.49430601990046097
437,0.4706784795983415
438,0.4933932400219785
439,0.5229679350064111
440,0.5008274229797464
441,0.5318915075896594
442,0.5109693988712833
443,0.5004797714857292
444,0.5561309847505355
445,0.47919912458625163
446,0.4908111848707684
447,0.47192203053935466
448,0.5044933632852345
449,0.5130747440157902
450,0.49736441289808403
451,0.47824949132466654
452,0.5855774194334546
453,0.6576880032692184
454,0.470687973957317
455,0.47745256646032525
456,0.5205212760473247
457,0.5024573284548254
458,0.5332546767676373
459,0.4963231843912151
460,0.4959106417319394
461,0.4895078186438416
462,0.4763992889452203
463,0.4997266230248871
464,0.48105461933248417
465,0.4874501461856488
466,0.4917574029541856
467,0.499224969122969
468,0.5056286100123153
469,0.5075049956648827
470,0.495045642032611
471,0.4962003645875041
472,0.4925826217263568
473,0.5024646609637569
474,0.5078450804488536
475,0.5088367026889355
476,0.43479691626695116
477,0.5140547716497221
478,0.48860865250439417
479,0.4807991874633474
480,0.4976262783956731
481,0.5522678270039734
482,0.4949256048803166
483,0.5151779276396068
484,0.4907555734442156
485,0.49425982604800495
486,0.4954004096350658
487,0.4800879354411937
488,0.5055852280889962
489,0.5783878613086911
490,0.49408773703207004
491,0.4716310614373716
492,0.46804552661955345
493,0.49718354600858183
494,0.8419534812607693
495,0.47776414993330474
496,0.6167820552264215
497,0.5050193626654692
498,0.4911832442574236
499,0.49853566945524225
500,0.5151470879607939
501,0.48734248375891154
502,0.48606213084003086
503,0.49489233760653256
504,0.47816066623902376
505,0.48917578533857414
506,0.5116574354121511
507,0.5321151091158776
508,0.4866617993073815
509,0.5050045951347932
510,0.49422599488388197
511,0.49059487897545134
512,0.5286571564152008
513,0.4925097970728262
514,0.4944444744269449
515,0.4946084365986278
516,0.4841039837886195
517,0.45626285229274943
518,0.492235954647568
519,0.5058453754899513
520,0.4727570183328119
521,0.5011057916966082
522,0.5012103601803716
523,0.6106913449709572
524,0.48239088253147483
525,0.4925931097451169
526,0.4899262232399743
527,0.49941358955092463
528,0.5039188385231449
529,0.504019298836675
530,0.49469919385210026
531,0.47261931940943325
532,0.48458385806169485
533,0.590952712341098
534,0.48000529454914637
535,0.4584009484031231
536,0.4849455429909038
537,0.5293932494710883
538,0.48696958424237763
539,0.48773938238363085
540,0.49445080345390985
541,0.4402618183993014
542,0.48900737777654896
543,0.5032181156959579
544,0.49809347507198487
545,0.47821272062068754
546,0.4906273379777674
547,0.4241307071483587
548,0.49493323069195894
549,0.44708110503338844
550,0.4926203159480256
551,0.49957949732227686
552,0.49429407703644007
553,0.4839707281582875
554,0.49075300073191114
555,0.45648067143048093
556,0.4966793325419539
557,0.5045471639327916
558,0.5793668044797642
559,0.492735872641087
560,0.48839146915162346
561,0.4411973835210476
562,0.5084926916105408
563,0.48979679592563924
564,0.5949549154367686
565,0.5822233398526924
