Id,Action
1,0.8617409338503443
2,0.980819174742384
3,0.9596170313130762
4,0.9772493720690812
5,0.9957215677532402
6,0.9703530353960081
7,0.9797058975453945
8,0.9975294790896942
9,0.9400392160148674
10,0.9657029050363102
11,0.8255718694247813
12,0.9371070472692742
13,0.9242658598380786
14,0.907991193757194
15,0.9654850351744205
16,0.9903570921608733
17,0.9113231070593039
18,0.9049545252179562
19,0.9745611913833786
20,0.9276985873754585
21,0.9972277950256109
22,0.9866831774381362
23,0.873203766820151
24,0.957806106144329
25,0.9495973871200258
26,0.889716770752065
27,0.9826587416239793
28,0.8842174033102187
29,0.9721285322086168
30,0.9660040718788734
31,0.9624522504890376
32,0.9193540374971135
33,0.9619512193607455
34,0.9797058975453945
35,0.9624522504890376
36,0.9506321151690827
37,0.9764742350388138
38,0.9916263638333873
39,0.8992650751143024
40,0.9735415487811067
41,0.9108288102685534
42,0.909862382143066
43,0.9721583923286652
44,0.9864837434558641
45,0.9335644957900486
46,0.9125058957860115
47,0.979430125479991
48,0.9538172026446332
49,0.9990173131563804
50,0.96650095571924
51,0.9966795930245629
52,0.964651909933889
53,0.9878223925882755
54,0.9705035356549309
55,0.9198617596259584
56,0.8617409338503443
57,0.9840252964242727
58,0.9878563938303581
59,0.9654268694498483
60,0.909862382143066
61,0.9422998974961941
62,0.979346339880745
63,0.9636995451916899
64,0.9692535528645417
65,0.9950472773382647
66,0.9860382246837656
67,0.9041216224904269
68,0.9687865908027821
69,0.927421903676452
70,0.7782745962080941
71,0.92338202024822
72,0.9768609280339497
73,0.9495973871200258
74,0.9725861043321808
75,0.979430125479991
76,0.9732913219553567
77,0.9677299835556157
78,0.9403994607776093
79,0.9428229685113567
80,0.9908352059611741
81,0.9619762244056922
82,0.9669057330195687
83,0.9613820997061531
84,0.9740541138006881
85,0.9068594106860601
86,0.9176618826842282
87,0.8882658621099178
88,0.9669576591522686
89,0.9527695457677736
90,0.9515890389370164
91,0.9193540374971135
92,0.9696302138335562
93,0.9869143306880813
94,0.796820152715357
95,0.9552526804315812
96,0.9249739988313966
97,0.8255718694247813
98,0.9960015294201588
99,0.9860382246837656
100,0.9309758920801946
101,0.8992613750598051
102,0.9477779487537831
103,0.9481168429066138
104,0.9400392160148674
105,0.8442626494609125
106,0.9921758469034625
107,0.9877313376183392
108,0.9022702300210258
109,0.9737767711035104
110,0.9616687163876632
111,0.8255718694247813
112,0.9604328017720665
113,0.9076572634600598
114,0.9349696923872509
115,0.9649782531328387
116,0.9624522504890376
117,0.9624522504890376
118,0.9190228959061275
119,0.9963868325894891
120,0.9367732712216275
121,0.9515890389370164
122,0.9434409653771176
123,0.8731688913336692
124,0.9902877879079168
125,0.9428229685113567
126,0.9354507394788927
127,0.8698541665634438
128,0.8388402952873181
129,0.9049514348040368
130,0.9686391108590102
131,0.9856058109222897
132,0.9739905258885612
133,0.9049545252179562
134,0.9049514348040368
135,0.9687865908027821
136,0.927421903676452
137,0.9725861043321808
138,0.9434409653771176
139,0.9249739988313966
140,0.9596170313130762
141,0.9852152513211204
142,0.9511465445091669
143,0.9702175130705247
144,0.9705035356549309
145,0.9860382246837656
146,0.8356504405387498
147,0.8671809766769407
148,0.8587595949405417
149,0.9878563938303581
150,0.9600120461360303
151,0.9696302138335562
152,0.9403994607776093
153,0.9800668528759152
154,0.9022702300210258
155,0.8985947197745014
156,0.9421462967832411
157,0.9068594106860601
158,0.9627467492849503
159,0.990253482752527
160,0.9677299835556157
161,0.8698541665634438
162,0.9687865908027821
163,0.96650095571924
